Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
130513-39151,SS,Mookie,Mookie Betts,Betts,11.115384615384615,13,3300,LAD@SD,LAD,SD,,,,,,SS/UTIL
130513-119368,C,Ryan,Ryan Jeffers,Jeffers,12.166666666666666,36,3300,HOU@MIN,MIN,HOU,,,,,,C/1B/UTIL
130513-21609,OF,Christian,Christian Yelich,Yelich,11.04117629107307,17,3300,MIL@CHC,MIL,CHC,,,,,,OF/UTIL
130513-85261,OF,Randy,Randy Arozarena,Arozarena,11.383333841959635,48,3300,CWS@SEA,SEA,CWS,,,,,,OF/UTIL
130513-165686,3B/SS/2B/1B,Casey,Casey Schmitt,Schmitt,10.756410256410257,39,3300,SF@ARI,SF,ARI,,,,,,C/1B/2B/3B/SS/UTIL
130513-102301,2B/SS,Nico,Nico Hoerner,Hoerner,11.23695705247962,46,3300,MIL@CHC,CHC,MIL,,,,,,2B/SS/UTIL
130513-119333,OF/2B,Tyler,Tyler Freeman,Freeman,7.837037263093172,27,3200,TEX@COL,COL,TEX,IL,Personal,,,,2B/OF/UTIL
130513-82555,SS/2B/3B/OF,Willi,Willi Castro,Castro,7.723684210526316,38,3200,TEX@COL,COL,TEX,,,,,,2B/3B/SS/OF/UTIL
130513-79125,OF,Kyle,Kyle Tucker,Tucker,10.731110975477431,45,3200,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-238918,SS/1B/3B,Jose,Jose Fernandez,Fernandez,7.868421052631579,38,3200,SF@ARI,ARI,SF,,,,,,C/1B/3B/SS/UTIL
130513-21887,C/1B,Willson,Willson Contreras,Contreras,10.397727272727273,44,3200,BOS@KC,BOS,KC,,,,,,C/1B/UTIL
130513-79255,1B/OF,Jake,Jake Bauers,Bauers,11.328947368421053,38,3200,MIL@CHC,MIL,CHC,,,,,,C/1B/OF/UTIL
130513-181814,2B/1B,Edouard,Edouard Julien,Julien,6.75,40,3200,TEX@COL,COL,TEX,,,,,,C/1B/2B/UTIL
130513-102282,OF,Jake,Jake McCarthy,McCarthy,8.38888888888889,36,3200,TEX@COL,COL,TEX,,,,,,OF/UTIL
130513-185300,SS,Zach,Zach Neto,Neto,11.063829787234043,47,3100,ATH@LAA,LAA,ATH,,,,,,SS/UTIL
130513-21853,2B,Ketel,Ketel Marte,Marte,8.135714576357888,42,3100,SF@ARI,ARI,SF,,,,,,2B/UTIL
130513-181812,OF,Wilyer,Wilyer Abreu,Abreu,9.904444715711806,45,3100,BOS@KC,BOS,KC,,,,,,OF/UTIL
130513-165611,OF,Jackson,Jackson Chourio,Chourio,10.618182095614346,11,3100,MIL@CHC,MIL,CHC,,,,,,OF/UTIL
130513-102284,C,William,William Contreras,Contreras,10.073809669131325,42,3100,MIL@CHC,MIL,CHC,,,,,,C/1B/UTIL
130513-135298,1B/OF,Tyler,Tyler Soderstrom,Soderstrom,9.195348695267079,43,3000,ATH@LAA,ATH,LAA,,,,,,C/1B/OF/UTIL
130513-102537,OF,Everson,Everson Pereira,Pereira,8.772221883138021,18,3000,CWS@SEA,CWS,SEA,IL,Pectoral,,,,OF/UTIL
130513-119352,1B,Michael,Michael Busch,Busch,9.695652173913043,46,3000,MIL@CHC,CHC,MIL,,,,,,C/1B/UTIL
130513-23107,OF,Jorge,Jorge Soler,Soler,10.120930516442588,43,3000,ATH@LAA,LAA,ATH,,,,,,OF/UTIL
130513-119437,3B,Josh,Josh Jung,Jung,9.460464832394623,43,3000,TEX@COL,TEX,COL,,,,,,3B/UTIL
130513-12968,1B,Paul,Paul Goldschmidt,Goldschmidt,10.19545468417081,22,3000,TOR@NYY,NYY,TOR,,,,,,C/1B/UTIL
130513-82612,OF,Brent,Brent Rooker,Rooker,9.516666666666667,30,3000,ATH@LAA,ATH,LAA,,,,,,OF/UTIL
130513-119495,1B,Andrew,Andrew Vaughn,Vaughn,9.090909090909092,11,3000,MIL@CHC,MIL,CHC,,,,,,C/1B/UTIL
130513-240684,3B,Kazuma,Kazuma Okamoto,Okamoto,10.229545593261719,44,3000,TOR@NYY,TOR,NYY,,,,,,3B/UTIL
130513-37982,SS,Xander,Xander Bogaerts,Bogaerts,9.886666531032986,45,3000,LAD@SD,SD,LAD,,,,,,SS/UTIL
130513-73023,OF,Teoscar,Teoscar Hernandez,Hernandez,9.597619192940849,42,3000,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-13719,3B,Nolan,Nolan Arenado,Arenado,9.355813669603924,43,3000,SF@ARI,ARI,SF,,,,,,3B/UTIL
130513-163674,SS,Ezequiel,Ezequiel Tovar,Tovar,5.642222086588542,45,3000,TEX@COL,COL,TEX,,,,,,SS/UTIL
130513-163689,3B/2B/OF,Maikel,Maikel Garcia,Garcia,9.782222493489583,45,3000,BOS@KC,KC,BOS,,,,,,2B/3B/OF/UTIL
130513-102363,OF/1B,Luke,Luke Raley,Raley,9.554761614118304,42,3000,CWS@SEA,SEA,CWS,,,,,,C/1B/OF/UTIL
130513-102400,OF,Julio,Julio Rodriguez,Rodriguez,9.745833079020182,48,2900,CWS@SEA,SEA,CWS,,,,,,OF/UTIL
130513-102438,SS,Geraldo,Geraldo Perdomo,Perdomo,8.938095092773438,42,2900,SF@ARI,ARI,SF,,,,,,SS/UTIL
130513-198870,OF,Roman,Roman Anthony,Anthony,7.863333129882813,30,2900,BOS@KC,BOS,KC,IL,Wrist,,,,OF/UTIL
130513-14562,2B/OF,Jose,Jose Altuve,Altuve,9.057142711821056,42,2900,HOU@MIN,HOU,MIN,O,Oblique,,,,2B/OF/UTIL
130513-198880,OF,Jordan,Jordan Beck,Beck,5.313333129882812,30,2900,TEX@COL,COL,TEX,,,,,,OF/UTIL
130513-119311,OF,Jarren,Jarren Duran,Duran,8.946341165682165,41,2900,BOS@KC,BOS,KC,,,,,,OF/UTIL
130513-232219,3B,Kyle,Kyle Karros,Karros,6.684091047807173,44,2900,TEX@COL,COL,TEX,,,,,,3B/UTIL
130513-52179,SS,J.P.,J.P. Crawford,Crawford,9.69000015258789,40,2900,CWS@SEA,SEA,CWS,DTD,Triceps,,,,SS/UTIL
130513-185303,SS/2B/3B/OF,Jose,Jose Caballero,Caballero,9.173170880573553,41,2900,TOR@NYY,NYY,TOR,IL,Finger,,,,2B/3B/SS/OF/UTIL
130513-68586,SS,Dansby,Dansby Swanson,Swanson,9.539999728732639,45,2900,MIL@CHC,CHC,MIL,,,,,,SS/UTIL
130513-11334,1B,Freddie,Freddie Freeman,Freeman,9.031818043101918,44,2900,LAD@SD,LAD,SD,,,,,,C/1B/UTIL
130513-83155,OF,Ramon,Ramon Laureano,Laureano,8.825581395348838,43,2900,LAD@SD,SD,LAD,,,,,,OF/UTIL
130513-146682,OF,Brenton,Brenton Doyle,Doyle,5.763414708579459,41,2900,TEX@COL,COL,TEX,,,,,,OF/UTIL
130513-146704,OF,Pete,Pete Crow-Armstrong,Crow-Armstrong,10.085106382978724,47,2900,MIL@CHC,CHC,MIL,,,,,,OF/UTIL
130513-79175,OF,Trent,Trent Grisham,Grisham,9.206521739130435,46,2900,TOR@NYY,NYY,TOR,,,,,,OF/UTIL
130513-79223,1B,Josh,Josh Naylor,Naylor,9.428888617621528,45,2900,CWS@SEA,SEA,CWS,,,,,,C/1B/UTIL
130513-79273,1B,Vladimir,Vladimir Guerrero Jr.,Guerrero Jr.,9.530434649923574,46,2900,TOR@NYY,TOR,NYY,,,,,,C/1B/UTIL
130513-38412,SS,Corey,Corey Seager,Seager,9.128571283249627,42,2900,TEX@COL,TEX,COL,DTD,Back,,,,SS/UTIL
130513-13929,3B,Manny,Manny Machado,Machado,8.51818154074929,44,2900,LAD@SD,SD,LAD,,,,,,3B/UTIL
130513-206482,SS,Jacob,Jacob Wilson,Wilson,8.797436053936298,39,2900,ATH@LAA,ATH,LAA,IL,Shoulder,,,,SS/UTIL
130513-165571,1B,Vinnie,Vinnie Pasquantino,Pasquantino,8.402222357855903,45,2900,BOS@KC,KC,BOS,,,,,,C/1B/UTIL
130513-165643,2B/3B,Zack,Zack Gelof,Gelof,8.316666666666666,30,2900,ATH@LAA,ATH,LAA,,,,,,2B/3B/UTIL
130513-165666,OF,Jackson,Jackson Merrill,Merrill,9.184091047807174,44,2900,LAD@SD,SD,LAD,,,,,,OF/UTIL
130513-163706,3B/2B,Brendan,Brendan Donovan,Donovan,8.992000122070312,25,2900,CWS@SEA,SEA,CWS,IL,Groin,,,,2B/3B/UTIL
130513-12302,OF,Giancarlo,Giancarlo Stanton,Stanton,8.858333587646484,24,2800,TOR@NYY,NYY,TOR,IL,Calf,,,,OF/UTIL
130513-102550,C,Luis,Luis Campusano,Campusano,9.711111280653212,18,2800,LAD@SD,SD,LAD,IL,Toe,,,,C/1B/UTIL
130513-198869,C,Kyle,Kyle Teel,Teel,8.975640712640224,78,2800,CWS@SEA,CWS,SEA,IL,Hamstring,,,,C/1B/UTIL
130513-198893,C,Dalton,Dalton Rushing,Rushing,10.41199951171875,25,2800,LAD@SD,LAD,SD,,,,,,C/1B/UTIL
130513-242163,OF,Sam,Sam Antonacci,Antonacci,8.955172834725216,29,2800,CWS@SEA,CWS,SEA,,,,,,OF/UTIL
130513-16945,C,Gary,Gary Sanchez,Sanchez,9.25,30,2800,MIL@CHC,MIL,CHC,,,,,,C/1B/UTIL
130513-82527,2B/3B,Jazz,Jazz Chisholm Jr.,Chisholm Jr.,9.195652173913043,46,2800,TOR@NYY,NYY,TOR,,,,,,2B/3B/UTIL
130513-119395,OF,Jasson,Jasson Dominguez,Dominguez,6.9555553860134545,9,2800,TOR@NYY,NYY,TOR,IL,Shoulder,,,,OF/UTIL
130513-82570,1B,Jake,Jake Burger,Burger,9.297727411443537,44,2800,TEX@COL,TEX,COL,,,,,,C/1B/UTIL
130513-164495,2B/3B/OF,Jordan,Jordan Lawlar,Lawlar,9.766666412353516,6,2800,SF@ARI,ARI,SF,IL,Wrist,,,,2B/3B/OF/UTIL
130513-164496,C,Adrian,Adrian Del Castillo,Del Castillo,7.228571210588727,28,2800,SF@ARI,ARI,SF,,,,,,C/1B/UTIL
130513-82580,OF,Jo,Jo Adell,Adell,8.717021536319814,47,2800,ATH@LAA,LAA,ATH,,,,,,OF/UTIL
130513-119444,C,Alejandro,Alejandro Kirk,Kirk,8.080000305175782,5,2800,TOR@NYY,TOR,NYY,IL,Thumb,,,,C/1B/UTIL
130513-17097,OF,Brandon,Brandon Nimmo,Nimmo,8.615909229625355,44,2800,TEX@COL,TEX,COL,,,,,,OF/UTIL
130513-119637,3B/SS/2B/1B,Ezequiel,Ezequiel Duran,Duran,8.673684371145148,38,2800,TEX@COL,TEX,COL,,,,,,C/1B/2B/3B/SS/UTIL
130513-68522,3B,Alex,Alex Bregman,Bregman,9.073912910793139,46,2800,MIL@CHC,CHC,MIL,,,,,,3B/UTIL
130513-68585,1B,Rafael,Rafael Devers,Devers,7.8744682149684175,47,2800,SF@ARI,SF,ARI,,,,,,C/1B/UTIL
130513-222287,SS/2B,Chase,Chase Meidroth,Meidroth,8.495454268022018,44,2800,CWS@SEA,CWS,SEA,,,,,,2B/SS/UTIL
130513-146680,C,Drew,Drew Romo,Romo,10.284615149864784,13,2800,CWS@SEA,CWS,SEA,,,,,,C/1B/UTIL
130513-146690,3B/2B/OF,Nick,Nick Loftin,Loftin,8.06500015258789,20,2800,BOS@KC,KC,BOS,,,,,,2B/3B/OF/UTIL
130513-146697,OF,Garrett,Garrett Mitchell,Mitchell,9.302500152587891,40,2800,MIL@CHC,MIL,CHC,,,,,,OF/UTIL
130513-197972,SS/3B/2B,Brooks,Brooks Lee,Lee,8.60909063165838,44,2800,HOU@MIN,MIN,HOU,,,,,,2B/3B/SS/UTIL
130513-79393,OF/2B,Fernando,Fernando Tatis Jr.,Tatis Jr.,8.171111382378472,45,2800,LAD@SD,SD,LAD,,,,,,2B/OF/UTIL
130513-181811,OF/2B/SS,Ceddanne,Ceddanne Rafaela,Rafaela,8.615909229625355,44,2800,BOS@KC,BOS,KC,,,,,,2B/SS/OF/UTIL
130513-222846,OF,Cam,Cam Smith,Smith,7.661702257521609,47,2800,HOU@MIN,HOU,MIN,,,,,,OF/UTIL
130513-161418,1B/2B,Romy,Romy Gonzalez,Gonzalez,9.029293175899621,99,2800,BOS@KC,BOS,KC,IL,Shoulder,,,,C/1B/2B/UTIL
130513-165579,C,Carter,Carter Jensen,Jensen,8.048837351244549,43,2800,BOS@KC,KC,BOS,,,,,,C/1B/UTIL
130513-165623,OF,Carlos,Carlos Cortes,Cortes,8.366667005750868,36,2800,ATH@LAA,ATH,LAA,,,,,,OF/UTIL
130513-165641,SS/2B/3B,Max,Max Muncy,Muncy,8.673076923076923,26,2800,ATH@LAA,ATH,LAA,IL,Hand,,,,2B/3B/SS/UTIL
130513-108450,SS/2B/OF/3B,Tommy,Tommy Edman,Edman,8.312389272504149,113,2800,LAD@SD,LAD,SD,IL,Ankle,,,,2B/3B/SS/OF/UTIL
130513-102362,OF,Trevor,Trevor Larnach,Larnach,8.320000348772322,35,2800,HOU@MIN,MIN,HOU,,,,,,OF/UTIL
130513-73871,C,Carson,Carson Kelly,Kelly,8.803030303030303,33,2700,MIL@CHC,CHC,MIL,,,,,,C/1B/UTIL
130513-135314,2B/SS/3B/1B,Ernie,Ernie Clement,Clement,7.204444715711806,45,2700,TOR@NYY,TOR,NYY,,,,,,C/1B/2B/3B/SS/UTIL
130513-102554,C,Cal,Cal Raleigh,Raleigh,8.126829566025153,41,2700,CWS@SEA,SEA,CWS,IL,Oblique,,,,C/1B/UTIL
130513-135524,OF/2B,Austin,Austin Martin,Martin,8.480488102610519,41,2700,HOU@MIN,MIN,HOU,,,,,,2B/OF/UTIL
130513-119304,SS/2B,Braden,Braden Shewmake,Shewmake,7.335293938131893,17,2700,HOU@MIN,HOU,MIN,,,,,,2B/SS/UTIL
130513-119345,SS,Jeremy,Jeremy Pena,Pena,7.6,10,2700,HOU@MIN,HOU,MIN,IL,Hamstring,,,,SS/UTIL
130513-82530,1B/OF,Pavin,Pavin Smith,Smith,7.849999904632568,2,2700,SF@ARI,ARI,SF,IL,Elbow,,,,C/1B/OF/UTIL
130513-82533,OF,Daulton,Daulton Varsho,Varsho,8.788636641068893,44,2700,TOR@NYY,TOR,NYY,,,,,,OF/UTIL
130513-82569,1B/OF,Gavin,Gavin Sheets,Sheets,9.697618756975446,42,2700,LAD@SD,SD,LAD,,,,,,C/1B/OF/UTIL
130513-82574,3B,Isaac,Isaac Paredes,Paredes,8.366666521344866,42,2700,HOU@MIN,HOU,MIN,,,,,,3B/UTIL
130513-119442,C,Gabriel,Gabriel Moreno,Moreno,8.127999877929687,25,2700,SF@ARI,ARI,SF,,,,,,C/1B/UTIL
130513-82608,3B,Royce,Royce Lewis,Lewis,7.3451611918787805,31,2700,HOU@MIN,MIN,HOU,,,,,,3B/UTIL
130513-82617,2B/SS,Andres,Andres Gimenez,Gimenez,8.23023241619731,43,2700,TOR@NYY,TOR,NYY,,,,,,2B/SS/UTIL
130513-82642,OF,Heliot,Heliot Ramos,Ramos,8.35909063165838,44,2700,SF@ARI,SF,ARI,IL,Quadriceps,,,,OF/UTIL
130513-187103,2B/3B/1B/SS,Andruw,Andruw Monasterio,Monasterio,6.879166920979817,24,2700,BOS@KC,BOS,KC,,,,,,C/1B/2B/3B/SS/UTIL
130513-53994,1B,Josh,Josh Bell,Bell,8.0727275501598,44,2700,HOU@MIN,MIN,HOU,,,,,,C/1B/UTIL
130513-211773,OF/2B,Isaac,Isaac Collins,Collins,7.870732005049542,41,2700,BOS@KC,KC,BOS,,,,,,2B/OF/UTIL
130513-52158,SS,Trevor,Trevor Story,Story,7.773171029439786,41,2700,BOS@KC,BOS,KC,IL,Groin,,,,SS/UTIL
130513-68589,2B/3B/OF,Amed,Amed Rosario,Rosario,8.037037037037036,27,2700,TOR@NYY,NYY,TOR,,,,,,2B/3B/OF/UTIL
130513-193598,1B,Nolan,Nolan Schanuel,Schanuel,7.976744186046512,43,2700,ATH@LAA,LAA,ATH,,,,,,C/1B/UTIL
130513-60642,OF,Michael,Michael Conforto,Conforto,8.062962849934896,27,2700,MIL@CHC,CHC,MIL,,,,,,OF/UTIL
130513-60655,SS,Willy,Willy Adames,Adames,7.193478128184443,46,2700,SF@ARI,SF,ARI,,,,,,SS/UTIL
130513-85279,C,Miguel,Miguel Amaya,Amaya,7.1884613037109375,26,2700,MIL@CHC,CHC,MIL,,,,,,C/1B/UTIL
130513-79195,OF/1B/3B,Miguel,Miguel Andujar,Andujar,8.331428745814732,35,2700,LAD@SD,SD,LAD,,,,,,C/1B/3B/OF/UTIL
130513-232803,OF,Zach,Zach Cole,Cole,7.591666539510091,12,2700,HOU@MIN,HOU,MIN,,,,,,OF/UTIL
130513-101827,1B/2B,Luis,Luis Arraez,Arraez,9.413636641068893,44,2700,SF@ARI,SF,ARI,,,,,,C/1B/2B/UTIL
130513-79401,C,Will,Will Smith,Smith,8.01794903094952,39,2700,LAD@SD,LAD,SD,,,,,,C/1B/UTIL
130513-222785,2B,Luke,Luke Keaschall,Keaschall,8.860000271267362,45,2700,HOU@MIN,MIN,HOU,,,,,,2B/UTIL
130513-222837,C,Moises,Moises Ballesteros,Ballesteros,7.5589740459735575,39,2700,MIL@CHC,CHC,MIL,,,,,,C/1B/UTIL
130513-222844,SS/2B,Cole,Cole Young,Young,8.479166666666666,48,2700,CWS@SEA,SEA,CWS,,,,,,2B/SS/UTIL
130513-165559,C,Yainer,Yainer Diaz,Diaz,7.246153611403245,26,2700,HOU@MIN,HOU,MIN,IL,Oblique,,,,C/1B/UTIL
130513-165606,1B/3B/OF,Tyler,Tyler Black,Black,8.100000169542101,9,2700,MIL@CHC,MIL,CHC,,,,,,C/1B/3B/OF/UTIL
130513-165710,OF,Evan,Evan Carter,Carter,7.458695784859035,46,2700,TEX@COL,TEX,COL,,,,,,OF/UTIL
130513-198526,OF,Wyatt,Wyatt Langford,Langford,7.990000152587891,20,2700,TEX@COL,TEX,COL,IL,Forearm,,,,OF/UTIL
130513-198539,OF,Jung Hoo,Jung Hoo Lee,Lee,7.73404255319149,47,2700,SF@ARI,SF,ARI,,,,,,OF/UTIL
130513-102283,OF,Alek,Alek Thomas,Thomas,7.442856924874442,28,2700,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-102326,1B/2B/3B/OF,Kody,Kody Clemens,Clemens,8.82857142857143,35,2700,HOU@MIN,MIN,HOU,,,,,,C/1B/2B/3B/OF/UTIL
130513-102485,OF,Kyle,Kyle Isbel,Isbel,7.353845840845352,39,2600,BOS@KC,KC,BOS,,,,,,OF/UTIL
130513-102504,C,Connor,Connor Wong,Wong,6.068421213250411,19,2600,BOS@KC,BOS,KC,DTD,Ankle,,,,C/1B/UTIL
130513-145611,SS/2B/3B,Oswald,Oswald Peraza,Peraza,7.025581537291061,43,2600,ATH@LAA,LAA,ATH,,,,,,2B/3B/SS/UTIL
130513-194908,SS/2B/3B,Tristan,Tristan Gray,Gray,7.286956787109375,23,2600,HOU@MIN,MIN,HOU,,,,,,2B/3B/SS/UTIL
130513-219699,C,Jesus,Jesus Rodriguez,Rodriguez,7.025000095367432,8,2600,SF@ARI,SF,ARI,,,,,,C/1B/UTIL
130513-219698,3B/2B,Caleb,Caleb Durbin,Durbin,6.158139250999273,43,2600,BOS@KC,BOS,KC,,,,,,2B/3B/UTIL
130513-119377,OF,Matt,Matt Wallner,Wallner,6.758823619169347,34,2600,HOU@MIN,MIN,HOU,,,,,,OF/UTIL
130513-16983,OF,George,George Springer,Springer,6.99259270562066,27,2600,TOR@NYY,TOR,NYY,,,,,,OF/UTIL
130513-164502,SS/2B,Vaughn,Vaughn Grissom,Grissom,7.3038459190955525,26,2600,ATH@LAA,LAA,ATH,,,,,,2B/SS/UTIL
130513-82644,OF,Jesus,Jesus Sanchez,Sanchez,7.015555826822917,45,2600,TOR@NYY,TOR,NYY,,,,,,OF/UTIL
130513-68544,3B,Matt,Matt Chapman,Chapman,7.226086823836617,46,2600,SF@ARI,SF,ARI,,,,,,3B/UTIL
130513-13266,C/1B,Salvador,Salvador Perez,Perez,7.564444308810764,45,2600,BOS@KC,KC,BOS,,,,,,C/1B/UTIL
130513-173078,OF,Alex,Alex Call,Call,7.166666666666667,21,2600,LAD@SD,LAD,SD,,,,,,OF/UTIL
130513-222295,2B/SS/OF,Hyeseong,Hyeseong Kim,Kim,6.817143031529018,35,2600,LAD@SD,LAD,SD,,,,,,2B/SS/OF/UTIL
130513-189530,OF,Dominic,Dominic Canzone,Canzone,6.72195136837843,41,2600,CWS@SEA,SEA,CWS,,,,,,OF/UTIL
130513-118120,C,Jonah,Jonah Heim,Heim,5.933333502875434,18,2600,ATH@LAA,ATH,LAA,,,,,,C/1B/UTIL
130513-101842,1B,Ty,Ty France,France,7.492857251848493,28,2600,LAD@SD,SD,LAD,,,,,,C/1B/UTIL
130513-181795,OF,Lawrence,Lawrence Butler,Butler,6.353488655977471,43,2600,ATH@LAA,ATH,LAA,,,,,,OF/UTIL
130513-13858,C,Christian,Christian Vazquez,Vazquez,6.585714067731585,28,2600,HOU@MIN,HOU,MIN,,,,,,C/1B/UTIL
130513-222802,OF,Ryan,Ryan Waldschmidt,Waldschmidt,6.6333334181043835,9,2600,SF@ARI,ARI,SF,,,,,,OF/UTIL
130513-222806,1B/OF,Jac,Jac Caglianone,Caglianone,7.192857288178944,42,2600,BOS@KC,KC,BOS,,,,,,C/1B/OF/UTIL
130513-222839,SS,Colt,Colt Emerson,Emerson,6.199999809265137,1,2600,CWS@SEA,SEA,CWS,,,,,,SS/UTIL
130513-181987,OF,Masataka,Masataka Yoshida,Yoshida,5.553333536783854,30,2600,BOS@KC,BOS,KC,,,,,,OF/UTIL
130513-165605,OF,Sal,Sal Frelick,Frelick,7.146511344022529,43,2600,MIL@CHC,MIL,CHC,,,,,,OF/UTIL
130513-165639,OF,Brandon,Brandon Lockridge,Lockridge,7.778571537562779,28,2600,MIL@CHC,MIL,CHC,IL,Knee,,,,OF/UTIL
130513-102411,C,Andrew,Andrew Knizner,Knizner,4.603030118075284,33,2500,TEX@COL,COL,TEX,,,,,,C/1B/UTIL
130513-79918,C,Kyle,Kyle Higashioka,Higashioka,6.109090631658381,22,2500,TEX@COL,TEX,COL,,,,,,C/1B/UTIL
130513-135218,OF,Jake,Jake Meyers,Meyers,7.75,12,2500,HOU@MIN,HOU,MIN,IL,Oblique,,,,OF/UTIL
130513-135260,C,Logan,Logan O'Hoppe,O'Hoppe,5.579310450060614,29,2500,ATH@LAA,LAA,ATH,,,,,,C/1B/UTIL
130513-243816,OF,Henry,Henry Bolte,Bolte,7.75,4,2500,ATH@LAA,ATH,LAA,,,,,,OF/UTIL
130513-135301,C,Kyle,Kyle McCann,McCann,,0,2500,TEX@COL,COL,TEX,,,,,,C/1B/UTIL
130513-198865,OF,Druw,Druw Jones,Jones,,0,2500,SF@ARI,ARI,SF,,,,,,OF/UTIL
130513-198871,SS,Tommy,Tommy Troy,Troy,,0,2500,SF@ARI,ARI,SF,,,,,,SS/UTIL
130513-198877,3B,Matt,Matt Shaw,Shaw,5.675,40,2500,MIL@CHC,CHC,MIL,,,,,,3B/UTIL
130513-198903,OF,Drew,Drew Gilbert,Gilbert,5.664285932268415,28,2500,SF@ARI,SF,ARI,,,,,,OF/UTIL
130513-201253,OF,Joey,Joey Loperfido,Loperfido,6.519999694824219,20,2500,HOU@MIN,HOU,MIN,IL,Quadriceps,,,,OF/UTIL
130513-119351,SS/2B/3B,Jacob,Jacob Amaya,Amaya,2.578378419618349,37,2500,SF@ARI,ARI,SF,,,,,,2B/3B/SS/UTIL
130513-223870,C,Braxton,Braxton Fulford,Fulford,9.466666539510092,3,2500,TEX@COL,COL,TEX,,,,,,C/1B/UTIL
130513-82558,OF,Conner,Conner Capel,Capel,,0,2500,TEX@COL,COL,TEX,,,,,,OF/UTIL
130513-164499,3B,A.J.,A.J. Vukovich,Vukovich,,0,2500,SF@ARI,ARI,SF,O,Shoulder,,,,3B/UTIL
130513-164516,SS/3B/2B,Marcelo,Marcelo Mayer,Mayer,5.573170731707317,41,2500,BOS@KC,BOS,KC,,,,,,2B/3B/SS/UTIL
130513-82655,C,Danny,Danny Jansen,Jansen,6.196551618904903,29,2500,TEX@COL,TEX,COL,,,,,,C/1B/UTIL
130513-240355,C,Daniel,Daniel Susac,Susac,6.015384380634014,13,2500,SF@ARI,SF,ARI,,,,,,C/1B/UTIL
130513-68495,OF,Andrew,Andrew Benintendi,Benintendi,7.302381243024554,42,2500,CWS@SEA,CWS,SEA,,,,,,OF/UTIL
130513-68514,3B,Ryan,Ryan McMahon,McMahon,5.2431817488236865,44,2500,TOR@NYY,NYY,TOR,,,,,,3B/UTIL
130513-240549,3B,Sung-Mun,Sung-Mun Song,Song,5.418181679465554,11,2500,LAD@SD,SD,LAD,,,,,,3B/UTIL
130513-52147,1B/OF,Kris,Kris Bryant,Bryant,3.6272728659889917,11,2500,TEX@COL,COL,TEX,IL,Back,,,,C/1B/OF/UTIL
130513-68554,SS,Andrew,Andrew Velazquez,Velazquez,,0,2500,SF@ARI,ARI,SF,,,,,,SS/UTIL
130513-80848,C,Victor,Victor Caratini,Caratini,5.89999990752249,33,2500,HOU@MIN,MIN,HOU,,,,,,C/1B/UTIL
130513-97257,OF,Myles,Myles Straw,Straw,5.1421051025390625,38,2500,TOR@NYY,TOR,NYY,,,,,,OF/UTIL
130513-197762,C,Carlos,Carlos Narvaez,Narvaez,5.338709677419355,31,2500,BOS@KC,BOS,KC,DTD,Finger,,,,C/1B/UTIL
130513-242872,1B,Jesus,Jesus Valdez,Valdez,,0,2500,SF@ARI,ARI,SF,,,,,,C/1B/UTIL
130513-83182,C/OF,Eric,Eric Haase,Haase,9.375,8,2500,SF@ARI,SF,ARI,,,,,,C/1B/OF/UTIL
130513-146681,OF,Zac,Zac Veen,Veen,4.100000063578288,12,2500,TEX@COL,COL,TEX,,,,,,OF/UTIL
130513-146716,C,Austin,Austin Wells,Wells,5.463888804117839,36,2500,TOR@NYY,NYY,TOR,,,,,,C/1B/UTIL
130513-85307,2B/OF,Jeff,Jeff McNeil,McNeil,6.637209160383358,43,2500,ATH@LAA,ATH,LAA,,,,,,2B/OF/UTIL
130513-85320,C,Michael,Michael Perez,Perez,,0,2500,SF@ARI,ARI,SF,,,,,,C/1B/UTIL
130513-228716,SS,Chad,Chad Stevens,Stevens,1.8399999618530274,5,2500,TEX@COL,COL,TEX,,,,,,SS/UTIL
130513-79225,3B/2B,Luis,Luis Urias,Urias,6.123958587646484,96,2500,SF@ARI,ARI,SF,,,,,,2B/3B/UTIL
130513-238968,OF,Sterlin,Sterlin Thompson,Thompson,0,2,2500,TEX@COL,COL,TEX,,,,,,OF/UTIL
130513-38276,OF,Albert,Albert Almora,Almora,,0,2500,SF@ARI,ARI,SF,,,,,,OF/UTIL
130513-79240,C,Aramis,Aramis Garcia,Garcia,1,3,2500,SF@ARI,ARI,SF,,,,,,C/1B/UTIL
130513-79272,OF,Lourdes,Lourdes Gurriel Jr.,Gurriel Jr.,7.566666376023066,21,2500,SF@ARI,ARI,SF,,,,,,OF/UTIL
